season,week,celebrity_name,predicted_fan_votes
32.0,5.0,Xochitl Gomez,162697.74255407308
32.0,6.0,Alyson Hannigan,52502.40014937215
32.0,6.0,Ariana Madix,168876.51355844352
32.0,6.0,Barry Williams,73352.92065739361
32.0,6.0,Charity Lawson,131704.4829500787
32.0,6.0,Harry Jowsey,29976.147017861782
32.0,6.0,Jason Mraz,150405.94873348146
32.0,6.0,Lele Pons,112707.08284283402
32.0,6.0,Mauricio Umansky,93313.35605502613
32.0,6.0,Xochitl Gomez,187161.1480355086
32.0,7.0,Alyson Hannigan,90224.1759673442
32.0,7.0,Ariana Madix,196390.87309734404
32.0,7.0,Barry Williams,64578.0081208778
