celebrity_name,judge_rank,was_eliminated,mean_fan_rank,std_fan_rank,fan_rank_ci_low,fan_rank_ci_high,fan_rank_ci_width,mode_fan_rank,mean_fan_votes,fan_votes_ci_low,fan_votes_ci_high,fan_votes_ci_width,certainty_index,season,week
Giselle Fernandez,3.0,False,2.9999537619033196,0.29987877632681986,2.4160989848055308,3.58682284878363,1.170723863978099,3.0,1503091.7039348881,1400016.647737627,1607005.5656505413,206.98891791291442,2.500757877639154,2.0,2.0
Jerry Rice,4.0,False,3.99832059619725,0.29615456763583503,3.4147516490729752,4.5774209075262124,1.1626692584532372,4.0,1316413.7543833954,1212971.748081824,1419092.2766500846,206.1205285682606,2.5242672474226016,2.0,2.0
Lisa Rinna,7.0,False,6.999641045200896,0.30230482758471655,6.407430882126242,7.590858816872203,1.1834279347459606,7.0,732534.6580243926,618818.2977688786,844320.1094133097,225.5018116444311,2.4856773556599245,2.0,2.0
Master P,9.0,False,8.878326848418286,0.1757301409238703,8.410325513905136,9.0,0.5896744860948644,9.0,327848.0726948395,292503.6443814518,431972.27195265726,139.46862757120545,3.626734446402442,2.0,2.0
Stacy Keibler,1.0,False,1.1226817258029704,0.17836361940631357,1.0,1.6057642792504114,0.6057642792504114,1.0,1848428.7655275383,1760169.9715524053,1918443.3726950672,158.27340114266192,3.5924234716187877,2.0,2.0
Tatum O'Neal,8.0,False,7.998162812248627,0.30072665394182646,7.405459085752615,8.585909464793687,1.1804503790410719,8.0,524092.79736335576,400725.7728715146,643213.1030019626,242.48733013044804,2.4954666483082755,2.0,2.0
Tia Carrere,5.0,False,5.494175837800853,0.2976656456817069,4.907605174051131,6.0676768837054915,1.1600717096543605,5.0,1030881.8230938164,924182.1058445241,1136674.0760451702,212.49197020064608,2.514675358203821,2.0,2.0
Drew Lachey,1.0,False,1.506064621064854,0.2885014495095924,1.0,2.0836610929108375,1.0836610929108375,2.0,1956351.6409035893,1830709.3539175212,2077336.842917955,246.62748900043383,2.573992970328182,2.0,3.0
George Hamilton,5.0,False,5.494291614859834,0.2939290359440584,4.912426257092022,6.069994825472005,1.1575685683799826,5.0,1023630.0594835194,889302.6578291509,1155069.0849570385,265.7664271278876,2.538528284932034,2.0,3.0
Giselle Fernandez,5.0,False,5.501763899568447,0.29977191153943555,4.91225467685634,6.088497416818702,1.1762427399623618,6.0,1021737.6023149018,886760.1600898699,1156605.264824753,269.8451047348831,2.5014263662227174,2.0,3.0
Jerry Rice,7.0,False,6.9985049116223035,0.30256213148441496,6.407017709990853,7.586335731360698,1.1793180213698449,7.0,642752.4297542467,492791.25323002104,785885.1844248862,293.0939311948652,2.4840885959953103,2.0,3.0
Lisa Rinna,4.0,False,3.9964150979712714,0.29622167607267536,3.412380556131328,4.577691439098046,1.1653108829667178,4.0,1382443.2009176395,1254725.8536455478,1507462.1294294584,252.73627578391066,2.523839709911729,2.0,3.0
Master P,8.0,False,7.88162493476354,0.17432847003666996,7.41458939928376,8.0,0.5854106007162398,8.0,401264.2669210583,357478.2766059035,526610.8945301306,169.13261792422702,3.645265108161498,2.0,3.0
Stacy Keibler,1.0,False,1.5028196850812352,0.28685432618304874,1.0,2.0691820079642,1.0691820079642,1.0,1957088.3187236793,1832008.2119415135,2076812.7846778492,244.80457273633567,2.584952351099798,2.0,3.0
Tia Carrere,3.0,False,2.9996877911706394,0.30015139923356166,2.4194374145483977,3.5838987405533427,1.164461326004945,3.0,1614732.4809813655,1488954.705074976,1743265.7339128552,254.31102883787918,2.49905411280673,2.0,3.0
Drew Lachey,1.0,False,1.1179010762948467,0.1741240834868542,1.0,1.5815453957000778,0.5815453957000778,1.0,2301101.1780801155,2168967.694815721,2415329.3069515554,246.36161213583452,3.64798301294806,2.0,4.0
George Hamilton,6.0,False,6.003484209053103,0.3005373563351182,5.422781770981556,6.59111777858607,1.1683360076045144,6.0,811940.930241798,622645.6587174647,989858.94206536,367.21328334789536,2.4966460285999603,2.0,4.0
Jerry Rice,5.0,False,5.000753925153701,0.2995854332300725,4.415801551225624,5.589446870223266,1.1736453189976412,5.0,1137268.4008392948,965064.2921073652,1306573.1064594106,341.5088143520454,2.502593730498234,2.0,4.0
Lisa Rinna,2.0,False,2.501682412232555,0.29854439246023695,1.9171017933225372,3.08967327657099,1.1725714832484528,3.0,1896747.5662494453,1736605.5040954575,2056163.1376844652,319.55763358900765,2.50913077418288,2.0,4.0
Master P,7.0,False,6.881789468350375,0.1735078827757852,6.415264421634668,7.0,0.5847355783653319,7.0,507898.85304400814,451368.0047879482,663514.9849081148,212.14698012016655,3.6562017513029947,2.0,4.0
Stacy Keibler,2.0,False,2.4980891705634916,0.29639700762239773,1.9141946765082225,3.0723531151871297,1.1581584386789072,3.0,1897816.3523742156,1741800.6680482577,2058669.390373287,316.8687223250293,2.5227233827975466,2.0,4.0
Tia Carrere,4.0,False,4.001661185581542,0.3017697408020222,3.416549578271165,4.597484138647817,1.1809345603766523,4.0,1447226.719171122,1277886.521076565,1611043.2954067371,333.1567743301722,2.4889878416522273,2.0,4.0
Drew Lachey,2.0,False,1.9994066352108155,0.3004996012776457,1.397798775781779,2.5854653237235192,1.1876665479417403,2.0,2281610.060850328,2073621.3444883341,2493163.441199398,419.542096711064,2.4968813871720976,2.0,5.0
George Hamilton,4.0,False,3.9980844057962197,0.3020692150915984,3.4085455972380974,4.599138669221444,1.190593071983347,4.0,1484330.040742858,1260490.435105624,1697702.8126365182,437.21237753089423,2.487133962176593,2.0,5.0
Jerry Rice,5.0,False,4.996580239392517,0.3043035472204864,4.397202692389943,5.594223903699659,1.1970212113097158,5.0,1061732.408382794,817244.4301402301,1293074.3339629034,475.82990382267326,2.473389132682161,2.0,5.0
Lisa Rinna,3.0,False,3.0016159491242296,0.30148391965726173,2.4146243688582514,3.5928750669025744,1.178250698044323,3.0,1887640.091566623,1671299.0943085891,2095182.7342938092,423.88363998522004,2.4907597814968,2.0,5.0
Stacy Keibler,1.0,False,1.1160070897316834,0.16905849037543147,1.0,1.5613113546183046,0.5613113546183046,1.0,2623089.2575177355,2447357.926225442,2780923.8562756795,333.56593005023757,3.7166639811464313,2.0,5.0
Tia Carrere,6.0,False,5.88355819396407,0.171214199119099,5.424880709936255,6.0,0.5751192900637454,6.0,661598.1409396615,585098.6273548238,859187.0368257761,274.08840947095234,3.687122588890958,2.0,5.0
Drew Lachey,1.0,False,1.5028875486304059,0.2898805070472905,1.0,2.0875981422758536,1.0875981422758536,1.0,2843668.227479595,2555025.24646229,3124797.8564761975,569.7726100139073,2.564888425875329,2.0,6.0
George Hamilton,4.0,False,4.492076352338252,0.28631715689012555,3.913583326329985,5.0,1.0864166736700152,4.0,1147028.2198365668,848395.7713150963,1464915.6983803075,616.5199270652113,2.588546695803146,2.0,6.0
Jerry Rice,4.0,False,4.497730948937277,0.28651209410377926,3.9153755769686964,5.0,1.0846244230313036,5.0,1143512.0168231747,849171.8186049539,1463381.6110946166,614.2097924896626,2.587241163355416,2.0,6.0
Lisa Rinna,3.0,False,2.99770594024514,0.29661838038076194,2.412694836207047,3.5843436958769677,1.1716488596699208,3.0,2024508.7595285731,1731526.157600586,2318167.301428496,586.6411438279098,2.5213153234098207,2.0,6.0
Stacy Keibler,1.0,False,1.5075907305343583,0.2889206513913176,1.0,2.0917089141393506,1.0917089141393506,2.0,2841282.7763320897,2550510.6024747496,3128336.2172550387,577.8256147802891,2.5712185671360426,2.0,6.0
Drew Lachey,1.0,False,1.514038106525246,0.2855757894024969,1.0,2.0915436245299563,1.0915436245299563,2.0,3307354.784146631,2913882.8513662363,3692377.286333679,778.4944349674429,2.5935238349628706,2.0,7.0
Jerry Rice,4.0,False,3.8827459997832534,0.17014502677871757,3.4391141545271124,4.0,0.5608858454728876,4.0,1301454.4285910241,1127356.6824451156,1671808.5636861776,544.451881241062,3.7017153783072403,2.0,7.0
Lisa Rinna,3.0,False,3.0014388343251,0.30288856590748864,2.4103436108593135,3.591060190614869,1.1807165797555554,3.0,2081658.4812468109,1638054.038722459,2502349.9484119443,864.2959096894854,2.482075900435507,2.0,7.0
Stacy Keibler,1.0,False,1.5110869304247072,0.28809487776238263,1.0,2.102512029905589,1.102512029905589,2.0,3309532.3060155334,2915105.9079363085,3696140.284291763,781.0343763554544,2.57668950893051,2.0,7.0
Drew Lachey,1.0,False,1.1176092441754346,0.17256585818971673,1.0,1.5712955447459651,0.5712955447459651,1.0,4552304.308037806,4035731.781758534,5043444.870727222,1007.7130889686886,3.66883808060788,2.0,8.0
Jerry Rice,3.0,False,2.881121558089107,0.17390993990804937,2.4196506959303674,3.0,0.5803493040696326,3.0,2097679.1691480074,1816222.47055887,2646361.590630969,830.1391200720991,3.650835016559445,2.0,8.0
Stacy Keibler,2.0,False,2.00089039965732,0.30045370756798223,1.4148066582036365,2.585333824665867,1.1705271664622305,2.0,3350016.5228141863,2726113.3975232565,3910412.8854514714,1184.299487928215,2.497167540470922,2.0,8.0
Ally Brooke,7.0,False,7.500156485200764,0.3048273280496879,6.897869449174529,8.111141070209786,1.2132716210352577,7.0,731821.3089489578,665741.3934158437,796588.685130476,130.8472917146323,2.4701889687577157,28.0,1.0
Hannah Brown,2.0,False,1.9962814736114747,0.29998398674023197,1.4125083001622911,2.5803773431377675,1.1678690429754763,2.0,1337413.3116961813,1275752.428078962,1398124.7363325313,122.3723082535693,2.5001000868803436,28.0,1.0
James Van Der Beek,1.0,False,1.1214361834357192,0.17734405770251443,1.0,1.5991463487992006,0.5991463487992006,1.0,1431265.2373159085,1378679.9228836603,1469351.7867782991,90.67186389463883,3.605629802505532,28.0,1.0
Karamo Brown,5.0,False,5.504153163953124,0.29235662353524317,4.929291600972594,6.070477541397907,1.1411859404253137,6.0,955507.0235119924,894776.5223772179,1016485.0431392626,121.7085207620447,2.5487017167945827,28.0,1.0
Kate Flannery,9.0,False,9.49875386033113,0.2984445955320268,8.920069709197751,10.084303529314893,1.1642338201171416,9.0,499374.22732512053,431824.4464134483,564991.1068101951,133.16666039674683,2.5097592267872044,28.0,1.0
Kel Mitchell,7.0,False,7.502225016905711,0.30116317793095565,6.923142451690226,8.083320042314911,1.1601775906246852,8.0,731593.2337488481,666877.9609739804,794084.2547588352,127.20629378485482,2.4927512169925783,28.0,1.0
Lamar Odom,12.0,False,11.88106886679788,0.1737787328017166,11.42117597817847,12.0,0.5788240218215304,12.0,196054.59822794155,176657.7544809674,257316.80380743332,80.65904932646593,3.652584661220734,28.0,1.0
Lauren Alaina,3.0,False,3.0034497186778584,0.3025716258436023,2.410885666253457,3.6073071949718116,1.1964215287183548,3.0,1228834.5944463357,1165833.60861741,1291268.2406074957,125.43463199008559,2.484030010571328,28.0,1.0
Mary Wilson,5.0,False,5.5033440354871255,0.2982625355549042,4.911141181057453,6.084744253951366,1.173603072893913,6.0,955590.6994297011,895260.8210739712,1018698.3820816384,123.43756100766721,2.510906527039224,28.0,1.0
Ray Lewis,9.0,False,9.500120814451554,0.3022189274099178,8.914216177743796,10.08506935916971,1.1708531814259135,9.0,499199.95510189486,431045.9948530148,566464.5994722153,135.41860461920047,2.4862082111338806,28.0,1.0
Sailor Brinkley-Cook,4.0,False,4.006762544343049,0.29760930608349745,3.4195426290415964,4.588524797069794,1.1689821680281973,4.0,1119878.8331922216,1059198.5860055985,1181628.1515446194,122.42956553902081,2.5150316773269923,28.0,1.0
Sean Spicer,11.0,False,11.002752398992982,0.2985982152990891,10.420961857260245,11.590812673729811,1.169850816469566,11.0,313466.977054897,238558.55725311884,385417.27652701765,146.8587192738988,2.5087919654874713,28.0,1.0
Ally Brooke,3.0,False,3.99884897625695,0.29695091312628785,3.406174832071161,4.578980082970474,1.1728052508993128,4.0,1120050.8836913693,1059222.997168258,1182878.445114416,123.655447946158,2.51920317331996,28.0,2.0
Hannah Brown,1.0,False,1.1195722376370405,0.1736440464196303,1.0,1.5773153004684664,0.5773153004684664,1.0,1430570.1403664562,1381063.9209026864,1469465.3445955883,88.40142369290186,3.6543824471390485,28.0,2.0
James Van Der Beek,3.0,False,3.9987683740722306,0.30112453362161634,3.404486814487637,4.58104868765642,1.176561873168783,4.0,1120048.4699193994,1058671.3310280868,1181641.5554167677,122.97022438868089,2.492991368469392,28.0,2.0
Karamo Brown,6.0,False,6.503184875638757,0.2957399028115113,5.919666672394632,7.082612478240835,1.1629458058462028,7.0,843811.5582113955,781140.1015442144,906141.7722615333,125.00167071731889,2.5269122292080173,28.0,2.0
Kate Flannery,2.0,False,1.9961594240488356,0.29935417804956527,1.4146366563923254,2.586485371883758,1.1718487154914328,2.0,1336585.0025228793,1276270.2448905592,1397601.883412767,121.33163852220774,2.504042914697856,28.0,2.0
Kel Mitchell,3.0,False,3.996219907624103,0.2971338792102728,3.4272064971897453,4.57741504205512,1.1502085448653743,4.0,1120327.2359106268,1059982.2886713934,1180234.108991193,120.25182031979948,2.5180425351485165,28.0,2.0
Lamar Odom,12.0,False,11.879088174056283,0.17690831164992463,11.404092614656454,12.0,0.5959073853435459,12.0,196210.0130525372,176440.6753544455,259887.17405565057,83.44649870120507,3.6113036623625385,28.0,2.0
Lauren Alaina,6.0,False,6.4946282043780466,0.3038394114778477,5.896680020185459,7.094624949160547,1.1979449289750885,6.0,844752.1372216052,780984.3703010612,908299.0057273511,127.31463542628987,2.476231817841915,28.0,2.0
Mary Wilson,10.0,False,10.499820697180096,0.3007323955958744,9.9106551416669,11.097498535646528,1.1868433939796272,10.0,377018.06810582086,303956.33961162274,447130.36895096477,143.17402933934204,2.4954308935094622,28.0,2.0
Ray Lewis,10.0,False,10.499509474437957,0.3006875271853379,9.897783031630308,11.082475443851411,1.1846924122211036,11.0,377053.30447734153,305633.2613223246,447736.0317927927,142.10277047046816,2.495710328256487,28.0,2.0
Sailor Brinkley-Cook,8.0,False,7.994124786282054,0.3031740130603109,7.39806989878729,8.586274895063273,1.1882049962759824,8.0,674942.7265513341,608654.6986778362,739580.9797493466,130.9262810715104,2.480318590996116,28.0,2.0
Sean Spicer,9.0,False,8.995928928771262,0.3019734484010527,8.415840406494022,9.586333650701494,1.1704932442074725,9.0,558630.4599692344,491539.14135555393,624204.7946082427,132.66565325268877,2.4877265002893685,28.0,2.0
Ally Brooke,1.0,False,1.5072725494994685,0.2844041025783573,1.0,2.077233227974181,1.077233227974181,2.0,1623912.3387238118,1539467.9957261852,1702661.5948170556,163.19359909087046,2.601429051595928,28.0,3.0
Hannah Brown,5.0,False,4.9976166688292984,0.2979183906300525,4.407842135374202,5.57586106927477,1.1680189339005675,5.0,1090783.4491283665,1005553.3905536865,1177896.0691548293,172.34267860114272,2.51307811739143,28.0,3.0
James Van Der Beek,3.0,False,3.5041437910901636,0.29849799880566397,2.919496637176233,4.0859156142515,1.166418977075267,4.0,1321382.0959641791,1235333.975552272,1406747.3018566081,171.41332630433607,2.509422890446362,28.0,3.0
Karamo Brown,8.0,False,8.003600164839789,0.3011456450091832,7.419691678532067,8.588711394762718,1.1690197162306513,8.0,606298.5619343187,511473.2953349353,699369.4161756992,187.8961208407639,2.4928601679749196,28.0,3.0
Kate Flannery,1.0,False,1.5053408973765066,0.2885797489971851,1.0,2.0919125726003043,1.0919125726003043,2.0,1624197.584364838,1538458.7064869206,1704246.7853812033,165.7880788942827,2.5734743063186345,28.0,3.0
Kel Mitchell,6.0,False,6.498502746547067,0.30491490312601155,5.894976944564337,7.100078269777128,1.205101325212791,7.0,853397.6644054997,760697.7812824933,943429.4020905339,182.73162080804062,2.4696547157929505,28.0,3.0
Lamar Odom,10.0,False,9.881289535086367,0.17391107737950495,9.411556262307789,10.0,0.5884437376922111,10.0,271070.0784899978,243074.96948862183,356625.7407164761,113.55077122785427,3.6508198557245493,28.0,3.0
Lauren Alaina,6.0,False,6.500964494134807,0.29863432035392856,5.913807470376305,7.0954968303659705,1.1816893599896652,7.0,853008.9859055904,762469.4225738711,941234.9794160209,178.7655568421498,2.508564739514017,28.0,3.0
Sailor Brinkley-Cook,3.0,False,3.5005703193949826,0.29554527784970863,2.919153439026329,4.074496536131549,1.1553430971052197,3.0,1321931.8287997409,1238219.8585946297,1405772.7300408971,167.55287144626746,2.5281555766163386,28.0,3.0
Sean Spicer,9.0,False,8.999505658891842,0.29859647803400635,8.413983008599212,9.57960314495624,1.1656201363570275,9.0,434017.4122836573,332752.55757974554,532837.2787178156,200.0847211380701,2.5088028999460574,28.0,3.0
Ally Brooke,1.0,False,2.498682316334366,0.30420942831162384,1.9087607403636158,3.08812815180122,1.179367411437604,2.0,1473485.3647156528,1387273.8106377162,1560812.3117869373,173.53850114922108,2.4739650536529627,28.0,4.0
Hannah Brown,1.0,False,2.4978973614755655,0.29935309195597276,1.909846444602878,3.0904648537945167,1.1806184091916387,2.0,1473615.3642809324,1388215.8396189804,1560707.8098555226,172.49197023654216,2.504049724774001,28.0,4.0
James Van Der Beek,6.0,False,6.501961039327764,0.30214471888350786,5.9026166093332035,7.090068789235158,1.1874521799019542,7.0,852326.4074594072,763507.7140983525,942198.7084014409,178.69099430308842,2.4866669958425516,28.0,4.0
Karamo Brown,6.0,False,6.499318858280442,0.3002435517948744,5.923769301049191,7.100108930711002,1.1763396296618112,6.0,852760.2925480381,762486.0519900048,938991.1832769589,176.50513128695405,2.498478727553622,28.0,4.0
Kate Flannery,8.0,False,8.002797256897775,0.3005515780065833,7.411501209720145,8.594636135611962,1.1831349258918173,8.0,606063.0210186735,510315.24636756186,700109.8026621813,189.79455629461947,2.496557384636154,28.0,4.0
Kel Mitchell,1.0,False,2.497502209929503,0.3027258709267935,1.9097769644395692,3.0892488743109885,1.1794719098714193,2.0,1473657.0508344127,1387556.7180505558,1561037.4957306387,173.48077768008295,2.4830786204489397,28.0,4.0
Lamar Odom,10.0,False,9.879255524267485,0.17668142139224563,9.398798815852224,10.0,0.6012011841477758,10.0,271287.0502387377,242775.77081906665,360192.7528684504,117.41698204938378,3.6142650813634516,28.0,4.0
Lauren Alaina,1.0,False,2.5012170194649594,0.30294647961401505,1.9131143781988929,3.0975917536030004,1.1844773754041076,3.0,1473106.6659718223,1387114.7684414687,1560115.1630727036,173.00039463123494,2.4817191626984956,28.0,4.0
Sailor Brinkley-Cook,5.0,False,5.000168269191598,0.29994450696518943,4.410253138766809,5.585221199628077,1.1749680608612687,5.0,1089709.809151532,1003280.596364903,1176867.034664943,173.58643830004007,2.500346879591069,28.0,4.0
Sean Spicer,9.0,False,8.998196380585453,0.299236780125633,8.413354313920367,9.59190542199173,1.1785511080713622,9.0,433988.973780791,330236.2670710287,532903.6789381658,202.66741186713708,2.5047792432483726,28.0,4.0
Ally Brooke,1.0,False,1.1190104481208212,0.17467918169164431,1.0,1.5889137316665756,0.5889137316665756,1.0,1848868.3457327748,1763485.5034580966,1918723.3760597717,155.2378726016751,3.640610816740393,28.0,5.0
Hannah Brown,4.0,False,3.999698279330627,0.3001530564530508,3.411733111448206,4.598586021614836,1.18685291016663,4.0,1315986.6683743047,1211196.085929614,1418258.5032599298,207.0624173303158,2.4990437630640168,28.0,5.0
