celebrity_name,judge_rank,was_eliminated,mean_fan_rank,std_fan_rank,fan_rank_ci_low,fan_rank_ci_high,fan_rank_ci_width,mode_fan_rank,mean_fan_votes,fan_votes_ci_low,fan_votes_ci_high,fan_votes_ci_width,certainty_index,season,week
John O'Hurley,3.0,False,2.9999986771942724,7.382232955842195e-05,2.9998833784081618,3.000131618250338,0.00024823984217636763,3.0,210730.534592867,210724.17654931068,210740.17635728544,0.015999807974760187,9.992623212760344,1.0,4.0
Kelly Monaco,1.0,False,1.0000019751129294,1.950196746646063e-05,1.0,1.0,0.0,1.0,374534.9084441922,374527.7806742353,374547.05887665995,0.019278202424640768,9.998050183505931,1.0,4.0
Rachel Hunter,2.0,False,2.0000096589433314,9.498616740758431e-05,1.9998804535473425,2.0002892541543833,0.000408800607040849,2.0,294418.44229734474,294404.4330495443,294425.33198938676,0.020898939842474647,9.990510397069368,1.0,4.0
Joey McIntyre,3.0,False,3.0,0.0,3.0,3.0,0.0,3.0,192362.73262641276,192357.20414508006,192374.01735886218,0.016813213782123058,10.0,1.0,5.0
John O'Hurley,1.0,False,1.0,2.2204460492503132e-17,1.0,1.0,0.0,1.0,470721.4201519518,470707.8916760943,470749.0344679479,0.041142791853577367,9.999999999999996,1.0,5.0
Kelly Monaco,2.0,False,2.000020157648554,0.00012575124686347295,1.999811696431421,2.000445629100015,0.0006339326685942392,2.0,336915.84722163563,336876.9481731899,336934.9041788256,0.05795600563572952,9.987440668829198,1.0,5.0
John O'Hurley,2.0,False,2.0,8.599750569898517e-17,1.9999999999999998,2.0,2.220446049250313e-16,2.0,363441.3516063275,363441.35160632763,363441.3516063277,5.820766091346741e-14,9.999999999999991,1.0,6.0
Kelly Monaco,1.0,False,1.0,2.2204460492503132e-17,1.0,1.0,0.0,1.0,636558.6483936723,636558.6483936723,636558.6483936723,0.0,9.999999999999996,1.0,6.0
Drew Lachey,1.0,False,1.0000002821269052,2.655847753784689e-06,1.0,1.0,0.0,1.0,170320.02844842654,170319.07081274228,170321.25202821547,0.0021812154731887857,9.99973442227796,2.0,1.0
George Hamilton,8.0,False,7.999993826293248,7.55087129305878e-05,7.999804792403347,8.000157400451002,0.0003526080476552451,8.0,60856.93491425163,60854.3653990804,60860.08709767133,0.005721698590925371,9.992454825970738,2.0,1.0
Giselle Fernandez,2.0,False,2.500002750171886,6.952642782579737e-05,2.499852923553543,2.5001624217333496,0.00030949817980641114,2.0,147709.7580572683,147707.37927248434,147711.3399630455,0.003960690561158117,9.993052187783066,2.0,1.0
Jerry Rice,5.0,False,5.000000912638834,6.850722960451928e-05,4.999847266552,5.000165066776805,0.00031780022480543124,5.0,109268.19967080375,109265.43391045091,109270.338156444,0.004904245993093355,9.993153967067046,2.0,1.0
Kenny Mayne,9.0,False,8.99999072865684,6.34494233993896e-05,8.999779595726993,9.000068315372403,0.00028871964540932993,9.0,43558.412185448564,43557.30742789301,43562.23670220864,0.004929274315632938,9.993659080936645,2.0,1.0
Lisa Rinna,7.0,False,6.999991463069059,4.786520073422255e-05,6.999867137790181,7.000076743518026,0.00020960572784467502,7.0,77417.01496327555,77415.50564757861,77419.34507059518,0.0038394230165722546,9.995215769907913,2.0,1.0
Master P,10.0,False,9.999999235169192,7.609970451561122e-06,10.0,10.0,0.0,10.0,24869.47251986168,24869.316873971184,24869.677533587674,0.0003606596164900111,9.999239060862088,2.0,1.0
Stacy Keibler,4.0,False,4.000010036366063,8.053153603987844e-05,3.9999042869812738,4.000204945418908,0.0003006584376339383,4.0,124783.42065193923,124780.67165605174,124785.91264580206,0.005240989750323934,9.991953326505778,2.0,1.0
Tatum O'Neal,2.0,False,2.4999956057740382,7.886933871719063e-05,2.499788899067504,2.500120686466443,0.00033178739893902076,2.0,147709.8664274161,147707.88135532237,147712.7017733918,0.004820418069430161,9.99211928159877,2.0,1.0
Tia Carrere,6.0,False,6.000018625067643,8.051638699306895e-05,5.999936976351739,6.000274080681604,0.0003371043298647791,6.0,93506.89216130866,93503.02755443886,93508.11284641967,0.005085291980809416,9.99195483897368,2.0,1.0
Drew Lachey,2.0,False,2.000000775059802,5.6875827816889636e-05,1.9998640822740374,2.0001262468193786,0.0002621645453411148,2.0,168856.64836385663,168853.35457023088,168858.3481581264,0.004993587895529345,9.994315650239292,2.0,2.0
George Hamilton,5.0,False,5.500001284812872,9.952694792243763e-05,5.499811036832143,5.500218541337331,0.0004075045051878945,5.0,103056.25433892915,103052.12081477093,103059.50373108145,0.007382916310525615,9.990057200972165,2.0,2.0
Giselle Fernandez,3.0,False,2.9999966397903792,8.562149691624634e-05,2.9998420345067447,3.0002035602770456,0.0003615257703009078,3.0,150388.43312588026,150384.71078004446,150391.51602444044,0.006805244395975024,9.991445175077532,2.0,2.0
Jerry Rice,4.0,False,3.999983091541249,7.754003298430601e-05,3.999762401890043,4.000088358609635,0.00032595671959212424,4.0,131689.67436221096,131687.26085424502,131693.61117572378,0.006350321478763362,9.992252004499834,2.0,2.0
Lisa Rinna,7.0,False,6.999989313643769,7.473237824776757e-05,6.999787967021106,7.000077701320736,0.00028973429962952935,7.0,73344.48231894925,73342.55641828547,73348.15734598135,0.005600927695879363,9.992532342932948,2.0,2.0
Master P,9.0,False,8.999998039985186,1.5077042221204944e-05,9.0,9.0,0.0,9.0,29972.558603538815,29972.151795041627,29973.02233023064,0.0008705351890130259,9.998492523060815,2.0,2.0
Stacy Keibler,1.0,False,1.000001329484934,1.3228208070714219e-05,1.0,1.0,0.0,1.0,187139.2321844646,187136.52772254893,187140.53175444168,0.004004031892749481,9.998677354155273,2.0,2.0
Tatum O'Neal,8.0,False,7.9999913293754155,7.672960907725192e-05,7.999769124517733,8.000169948559195,0.00040082404146257744,8.0,52496.30819576223,52492.78279999528,52500.455386663634,0.007672586668355507,9.992332922011242,2.0,2.0
Tia Carrere,5.0,False,5.499993332005294,6.648009145630938e-05,5.49983314397566,5.500123067902801,0.00028992392714144444,5.0,103056.40850640807,103054.05363887698,103059.19461496144,0.005140976084454451,9.993356407520725,2.0,2.0
Drew Lachey,1.0,False,1.500004427720234,7.312978003517993e-05,1.4998899077802297,1.5001134186756047,0.0002235108953749787,1.0,196377.17135081138,196374.94621347747,196380.10967074175,0.005163457264279714,9.992692366053113,2.0,3.0
George Hamilton,5.0,False,5.500007140709291,5.498182525773209e-05,5.499956287738672,5.500188137439189,0.00023184970051737253,5.0,102598.0967272145,102594.3944694377,102599.8503236688,0.005455854231098783,9.994504838814146,2.0,3.0
Giselle Fernandez,5.0,False,5.499996972062076,4.7243396231995295e-05,5.499881964216066,5.500090213555188,0.00020824933912155785,5.0,102598.34620916552,102595.76708956606,102601.62523108846,0.005858141522403457,9.995277891261342,2.0,3.0
Jerry Rice,7.0,False,7.000002830176837,5.13151908525974e-05,6.999902079323203,7.000101584038642,0.00019950471543950243,7.0,64573.4467792711,64570.88750051001,64576.0971974273,0.005209696917285328,9.994871112812989,2.0,3.0
Lisa Rinna,4.0,False,3.9999970576394346,3.173031183758939e-05,3.999937637904261,4.000069483195106,0.00013184529084497854,4.0,138621.085513928,138619.51740663854,138622.96318771105,0.0034457810725143645,9.996827975309566,2.0,3.0
Master P,8.0,False,7.99999073464353,5.6452598567067996e-05,7.999913922627206,8.0,8.607737279398009e-05,8.0,36868.34159797936,36867.99004591164,36870.52306143517,0.002533015523527865,9.994357925241108,2.0,3.0
Stacy Keibler,1.0,False,1.4999971560351328,3.24280540293163e-05,1.499919772410628,1.5000569336760305,0.00013716126540264106,1.0,196377.3365281482,196376.24409676623,196379.82708294212,0.003582986175897531,9.99675824583486,2.0,3.0
Tia Carrere,3.0,False,2.9999995497805854,6.237439471117856e-05,2.9998373831760743,3.0000897599242027,0.00025237674812839117,3.0,161986.17529348182,161984.05322862748,161989.64003763496,0.005586809007480042,9.993766448668794,2.0,3.0
Drew Lachey,1.0,False,1.0,0.0,1.0,1.0,0.0,1.0,233532.62104099887,233530.70583501665,233534.44380664182,0.003737971625174396,10.0,2.0,4.0
George Hamilton,6.0,False,6.000000032851406,7.038099118848235e-05,5.9999090166411015,6.000114217617373,0.00020520097627141354,6.0,81519.3138096013,81515.64060317927,81522.43637233553,0.006795769156262395,9.992966850881212,2.0,4.0
Jerry Rice,5.0,False,4.999995602966996,8.553846316222451e-05,4.999797182531953,5.0001726449317525,0.00037546239979935336,5.0,113893.77554149037,113887.62067335675,113899.42433299088,0.011803659634126233,9.991453464259104,2.0,4.0
Lisa Rinna,2.0,False,2.5000055755090553,8.035311898780908e-05,2.4998484228451505,2.5001829656489942,0.00033454280384370705,2.0,189812.61026839048,189807.66159503523,189815.70077440032,0.008039179365092422,9.991971139541016,2.0,4.0
Master P,7.0,False,7.0,0.0,7.0,7.0,0.0,7.0,46543.22122521908,46542.83952327386,46543.584503737446,0.000744980463583488,10.0,2.0,4.0
Stacy Keibler,2.0,False,2.4999952333982933,7.78830191941504e-05,2.499789843188242,2.5001822255516233,0.0003923823633811274,2.0,189812.9152618523,189809.19166683365,189818.19553293913,0.00900386610548594,9.99221775912474,2.0,4.0
Tia Carrere,4.0,False,4.000007852105645,6.467614520733898e-05,3.999888559386179,4.0001962063745005,0.00030764698832141946,4.0,144885.54285244748,144878.75043156292,144889.8317476543,0.011081316091382177,9.993536565779367,2.0,4.0
Drew Lachey,2.0,False,2.0000091755204896,9.125082328315574e-05,1.999870657189113,2.0001965561138073,0.00032589892469436776,2.0,228357.30204733845,228347.20871873957,228361.96791363164,0.014759194892074447,9.990883236793167,2.0,5.0
George Hamilton,4.0,False,3.999991271109009,0.0001123276686711163,3.999759632640271,4.000226381421951,0.0004667487816805149,4.0,148621.26892039517,148612.5764118187,148631.46392813005,0.01888751631134073,9.98877983648099,2.0,5.0
Jerry Rice,5.0,False,4.999992580297627,0.00010530367520744926,4.999682008212249,5.000206281282667,0.0005242730704182463,5.0,106375.66630166389,106367.18592511304,106384.80604303986,0.017620117926824604,9.989480709678569,2.0,5.0
Lisa Rinna,3.0,False,3.0000007584542363,8.594965860219034e-05,2.9997907937196073,3.0001933530753258,0.0004025593557184237,3.0,189062.83002433524,189056.15817305722,189069.2480600333,0.013089886976085836,9.991412415139651,2.0,5.0
Stacy Keibler,1.0,False,1.0000015427708255,1.535037589556904e-05,1.0,1.0,0.0,1.0,266848.232661283,266841.64548968815,266852.5642385296,0.01091874884144636,9.998465198008317,2.0,5.0
Tia Carrere,6.0,False,6.0,0.0,6.0,6.0,0.0,6.0,60734.70004498414,60733.187403177726,60735.67251159616,0.002485108418433811,10.0,2.0,5.0
Drew Lachey,1.0,False,1.4999949259931982,4.09597578170192e-05,1.4999078841434983,1.5000406781446936,0.00013279400119525775,1.0,284274.40007772617,284272.2202529906,284279.5570560635,0.00733680307288887,9.995905701233156,2.0,6.0
George Hamilton,4.0,False,4.49999792225444,6.867896259894745e-05,4.499810044086377,4.5001079745303905,0.0002979304440131614,4.0,114568.00033603556,114561.04858500737,114579.21899455841,0.018170409551035847,9.993136817302782,2.0,6.0
Jerry Rice,4.0,False,4.500009397951619,4.973719782849598e-05,4.49997166030815,4.500150535822094,0.00017887551394402124,4.0,114567.29028063129,114559.5174116709,114569.64308857493,0.010125676904033752,9.995028752776216,2.0,6.0
Lisa Rinna,3.0,False,2.9999960145905953,6.0930160362946454e-05,2.9998359943049566,3.0001057802334055,0.0002697859284488402,3.0,202315.66907083322,202309.81072534228,202320.62617562205,0.01081545027976972,9.993910694187502,2.0,6.0
Stacy Keibler,1.0,False,1.4999904347369772,5.222384121024488e-05,1.4998535301304796,1.5000372638645734,0.0001837337340937495,1.0,284274.6402347738,284273.3751137496,284280.81521824864,0.007440104499051813,9.994780341784994,2.0,6.0
Drew Lachey,1.0,False,1.5000006558876253,8.759625898175505e-05,1.499756138465797,1.5002424494786177,0.000486311012820817,1.0,334590.74833677104,334581.7309379878,334603.7854417388,0.022054503750987352,9.991248040490941,2.0,7.0
Jerry Rice,4.0,False,3.9999999865389047,1.339362069616584e-07,4.0,4.0,0.0,4.0,120233.182514158,120228.73562741498,120237.44965318656,0.008714025771580054,9.999986606397243,2.0,7.0
Lisa Rinna,3.0,False,3.0000083760462837,0.0001271128009849777,2.9998101162015174,3.000427729303431,0.0006176131019137721,3.0,210584.7575995007,210559.11155889367,210603.09963408337,0.04398807518969988,9.98730485705329,2.0,7.0
Stacy Keibler,1.0,False,1.4999936165138381,8.723033770636438e-05,1.4997602225367408,1.500168145861512,0.00040792332477113113,1.0,334591.3115495702,334581.6669195398,334604.854467836,0.02318754829617683,9.991284568729492,2.0,7.0
Drew Lachey,1.0,False,1.0,0.0,1.0,1.0,0.0,1.0,470720.78568949766,470705.198446685,470749.94726484554,0.04474881816055858,10.0,2.0,8.0
Jerry Rice,3.0,False,3.0,0.0,3.0,3.0,0.0,3.0,192362.47335006326,192356.10354301144,192374.3903780154,0.018286835003964372,10.0,2.0,8.0
Stacy Keibler,2.0,False,2.000010380801228,0.0001385021632419709,1.999770194038867,2.000459692312188,0.0006894982733207655,2.0,336916.7409604392,336875.66235713905,336938.6980103036,0.06303565316455206,9.98616893999311,2.0,8.0
Ally Brooke,7.0,False,7.500003668777307,4.5002714017465217e-05,7.4999281806837566,7.500124268129623,0.0001960874458664108,7.0,73198.94528928184,73197.78148422317,73199.85796153611,0.0020764773129340027,9.995501752931517,28.0,1.0
Hannah Brown,2.0,False,2.0000042428893754,4.045814308280075e-05,1.9999311398884683,2.0000968266320007,0.00016568674353245605,2.0,133703.02466769313,133701.88168719911,133703.62738769958,0.0017457005004689564,9.995955821891085,28.0,1.0
James Van Der Beek,1.0,False,1.0,0.0,1.0,1.0,0.0,1.0,144416.412958172,144415.96451991057,144416.85457189108,0.0008900519805029035,10.0,28.0,1.0
Karamo Brown,5.0,False,5.4999958589204185,6.49980494930828e-05,5.499859396984429,5.5001534226466156,0.00029402566218639237,5.0,95604.23117139844,95602.9194367202,95605.71423741354,0.002794800693343859,9.99350441705291,28.0,1.0
Kate Flannery,9.0,False,9.500006980305676,5.083347850420606e-05,9.499914568707384,9.500154450685715,0.00023988197833091363,9.0,49948.79366106044,49947.04849435804,49949.940040133246,0.0028915457752082146,9.994919234879225,28.0,1.0
Kel Mitchell,7.0,False,7.499998556462936,5.3505126991539534e-05,7.499876682724436,7.500069797143742,0.00019311441930636164,7.0,73199.00342990633,73198.45369594778,73200.3253597595,0.001871663811718463,9.994652348568534,28.0,1.0
Lamar Odom,12.0,False,12.0,0.0,12.0,12.0,0.0,12.0,17948.8269502026,17948.771215950605,17948.88183626479,0.0001106203141862352,10.0,28.0,1.0
Lauren Alaina,3.0,False,3.0000010808601485,4.860651009088599e-05,2.999907951694201,3.0001197862449076,0.00021183455070650226,3.0,122923.65138510786,122922.22467249694,122925.10301028006,0.0028783377831132382,9.995141710435917,28.0,1.0
Mary Wilson,5.0,False,5.49999425710143,5.9328020865339606e-05,5.49985304446225,5.50003799964397,0.00018495518172034764,5.0,95604.24888542722,95603.5110411763,95605.71677320726,0.0022057320309540954,9.994070715640527,28.0,1.0
Ray Lewis,9.0,False,9.500000082838236,5.082513222647485e-05,9.499887160616435,9.500108067606066,0.0002209069896306204,9.0,49948.87604627193,49947.66210309405,49950.28133607621,0.002619232982156973,9.994920068659173,28.0,1.0
Sailor Brinkley-Cook,4.0,False,3.999996720382923,4.627243110297038e-05,3.9998797887716058,4.000083459452432,0.0002036706808259403,4.0,112067.05789470421,112066.02199018927,112068.23353636489,0.002211546175618423,9.995374897037284,28.0,1.0
Sean Spicer,11.0,False,11.000000330136846,5.8278387911319135e-05,10.999902070816512,11.000112284885713,0.00021021406920063157,11.0,31436.92766077404,31435.48234179096,31438.119640497443,0.0026372987064823975,9.994175555601167,28.0,1.0
Ally Brooke,3.0,False,4.000004735287225,4.399846380163181e-05,3.999887533998462,4.000105110390316,0.0002175763918539353,4.0,112053.84293162936,112052.90820758879,112054.6777518805,0.001769544291717466,9.995602088633278,28.0,2.0
Hannah Brown,1.0,False,1.0,0.0,1.0,1.0,0.0,1.0,144399.49591999088,144399.0078577159,144400.15862575866,0.001150768042774871,10.0,28.0,2.0
James Van Der Beek,3.0,False,4.00000302641166,7.315832274153969e-05,3.9998463410859566,4.000183225003702,0.00033688391774511217,4.0,112053.86155563647,112051.89545857422,112055.89402715536,0.003998568581140716,9.992689515953357,28.0,2.0
Karamo Brown,6.0,False,6.499988028911668,6.235926186418668e-05,6.499801353379343,6.50010975338919,0.00030840000984699856,6.0,84469.72108660516,84468.73667037998,84471.64655242396,0.002909882043983089,9.993767960067682,28.0,2.0
Kate Flannery,2.0,False,2.000006695280303,7.610070129193707e-05,1.9998678146031452,2.000253215553121,0.0003854009499757449,2.0,133687.3362555291,133685.2023864047,133688.54124720182,0.003338860797113739,9.992395716783662,28.0,2.0
Kel Mitchell,3.0,False,4.000001260286242,6.574696966571283e-05,3.9998948232976246,4.00014594334256,0.0002511200449357709,4.0,112053.88080406182,112052.66264242711,112054.76089600525,0.0020982535781367915,9.993429622857295,28.0,2.0
Lamar Odom,12.0,False,12.0,0.0,12.0,12.0,0.0,12.0,17946.72441223892,17946.663753307323,17946.806776777004,0.00014302346968179337,10.0,28.0,2.0
Lauren Alaina,6.0,False,6.500010221393496,5.0676216787960705e-05,6.4999130839116805,6.500158858588678,0.00024577467699771205,6.0,84469.47264516322,84468.12284408588,84470.38395662645,0.0022611125405674103,9.994934945099406,28.0,2.0
Mary Wilson,10.0,False,10.500002953520719,5.261432703585753e-05,10.499884046563265,10.500157174790509,0.00027312822724390173,10.0,37760.2137669404,37758.42878691446,37761.5680051405,0.0031392182260387928,9.994741334108083,28.0,2.0
Ray Lewis,10.0,False,10.500001184035213,6.0988842283389336e-05,10.499856309777051,10.500111491697323,0.00025518192027185194,10.0,37760.235826164455,37758.62766412638,37762.084732790274,0.0034570686638908227,9.993904833143361,28.0,2.0
Sailor Brinkley-Cook,8.0,False,7.99999572323797,6.362007943505024e-05,7.9998483238731195,8.000090646205875,0.0002423223327552293,8.0,67478.31048774428,67477.3305200679,67479.91277142565,0.0025822513577440985,9.993642036997606,28.0,2.0
Sean Spicer,9.0,False,8.999999122742416,4.2288856194311005e-05,8.999895049094153,9.000070634845738,0.000175585751584606,9.0,55866.904308295896,55866.05493015221,55868.28362942724,0.0022286992750305216,9.995772901971975,28.0,2.0
Ally Brooke,1.0,False,1.5000041381100826,3.290693305245262e-05,1.4999448947484766,1.5000707981476864,0.00012590339920981464,1.0,162791.42617377217,162789.70533239018,162793.07999103307,0.003374658642889699,9.996710389204775,28.0,3.0
Hannah Brown,5.0,False,5.0000025121114655,4.388801141630868e-05,4.999907697589327,5.000103610765332,0.00019591317600475833,5.0,109253.61051625627,109251.92257925175,109254.75596389078,0.0028333846390305555,9.995613124170934,28.0,3.0
James Van Der Beek,3.0,False,3.499997664584871,3.181840778581324e-05,3.499917877260184,3.5000701501015885,0.00015227284140451047,3.0,132449.20949554964,132447.92762291204,132450.36964479982,0.0024420218877785373,9.996819171310461,28.0,3.0
Karamo Brown,8.0,False,8.000001060480853,4.0450256493448125e-05,7.999934624653551,8.00010479534733,0.0001701706937788927,8.0,60848.70140081125,60847.115543965294,60849.66364699265,0.002548103027358593,9.995956609912316,28.0,3.0
Kate Flannery,1.0,False,1.5000023706892895,3.108171115619149e-05,1.4999277381557146,1.500072159611191,0.00014442145547644003,1.0,162791.452754693,162790.2966915541,162792.1779484784,0.0018812569243018516,9.99689279465697,28.0,3.0
Kel Mitchell,6.0,False,6.4999948148476285,4.198304136747434e-05,6.499899868140739,6.5000186693994735,0.00011880125873453551,6.0,85498.82823214718,85498.19988326586,85500.32056469246,0.0021206814266042785,9.995803457699342,28.0,3.0
Lamar Odom,10.0,False,9.999989626996388,5.277947683389801e-05,9.999891865748786,10.0,0.00010813425121369846,10.0,24866.348610932906,24865.99631577219,24868.166047786275,0.0021697320140847296,9.994724836520296,28.0,3.0
Lauren Alaina,6.0,False,6.499994516643049,6.276433500944355e-05,6.499824010391125,6.500090429712536,0.0002664193214112487,6.0,85498.83302722378,85497.26982647875,85501.71879984114,0.00444897336239228,9.993727503389842,28.0,3.0
Sailor Brinkley-Cook,3.0,False,3.5000049892829197,4.2745032006224526e-05,3.4999031152982125,3.5001145443495987,0.0002114290513861583,3.0,132449.09727817046,132447.46820369235,132449.84880157103,0.002380597878684057,9.99572732315646,28.0,3.0
Sean Spicer,9.0,False,8.999997117068828,3.071872610724195e-05,8.99992614389718,9.000058210368596,0.00013206647141572603,9.0,43552.49251044339,43551.57651065329,43553.69305719732,0.002116546544028097,9.996929070739624,28.0,3.0
Ally Brooke,1.0,False,2.4999974811860914,3.096244487129631e-05,2.499927011182815,2.5000355216295707,0.00010851044675552757,2.0,147648.93064214985,147647.77673843654,147649.85479190675,0.002078053470206214,9.996904713889124,28.0,4.0
Hannah Brown,1.0,False,2.4999975814084503,4.472047085499325e-05,2.4999140010904073,2.500049884696085,0.0001358836056777335,2.0,147648.9291223695,147648.31779734243,147649.92999925028,0.001612201907846611,9.99552995194104,28.0,4.0
James Van Der Beek,6.0,False,6.499999653193511,3.71118161127584e-05,6.499911524220735,6.500050112651762,0.0001385884310263208,6.0,85474.88827461617,85474.1880258405,85476.07407869017,0.0018860528496734332,9.996290195164672,28.0,4.0
Karamo Brown,6.0,False,6.500000822390556,2.972803610703503e-05,6.499927113588804,6.500064874353902,0.00013776076509852686,6.0,85474.86947655698,85473.68024080312,85475.9050476644,0.002224806861282559,9.997028079882782,28.0,4.0
Kate Flannery,8.0,False,7.999998675322533,2.764296112719335e-05,7.9999282126061155,8.000064023284285,0.00013581067816925696,8.0,60831.75913916771,60830.6498135959,60832.808269160814,0.002158455564916949,9.997236467809408,28.0,4.0
Kel Mitchell,1.0,False,2.49999352414494,3.415323518363746e-05,2.499875997972026,2.5000389911996512,0.0001629932276250301,2.0,147648.9906406105,147648.1380878291,147650.46952559217,0.002331437763059512,9.996585842526867,28.0,4.0
Lamar Odom,10.0,False,9.99999796157312,2.017770250294728e-05,10.0,10.0,0.0,10.0,24859.24302683123,24859.103912441093,24859.237608102372,0.00013369566127948928,9.997982636807249,28.0,4.0
Lauren Alaina,1.0,False,2.499994995690009,3.637910860033986e-05,2.4999079649908453,2.500020463222481,0.00011249823163561601,2.0,147648.96832853986,147648.30388144232,147649.9759337559,0.0016720523135736584,9.996363412098228,28.0,4.0
Sailor Brinkley-Cook,5.0,False,4.999999737028821,4.8853018055451416e-05,4.999898728877972,5.000056642658582,0.00015791378061003059,5.0,109223.16189518204,109221.9347505566,109224.55290873116,0.002618158174562268,9.995117083646463,28.0,4.0
Sean Spicer,9.0,False,9.000001485872398,3.700948051423464e-05,8.999901917791338,9.000111364958745,0.00020944716740700642,9.0,43540.25945397613,43538.29113041534,43541.87529876677,0.00358416835142998,9.996300421143493,28.0,4.0
Ally Brooke,1.0,False,1.0000000133912608,1.3324136294191542e-07,1.0,1.0,0.0,1.0,187129.78206422727,187128.73017932367,187130.42888634242,0.0016987070187460631,9.999986675881459,28.0,5.0
Hannah Brown,4.0,False,3.999994674732942,4.7628415129399875e-05,3.999842765305999,4.000067990209705,0.00022522490370580073,4.0,131682.78932451893,131681.03626014013,131685.33490521117,0.0042986450710450295,9.995239425873068,28.0,5.0
James Van Der Beek,2.0,False,2.5000000938147062,4.242926367817583e-05,2.4999253757403213,2.5001198336652437,0.00019445792492245317,2.0,159640.09626018236,159638.341274647,159641.44888325082,0.0031076086038083306,9.995758873111093,28.0,5.0
Karamo Brown,8.0,False,7.999997447338188,3.62503799099118e-05,7.999912983824213,8.000064053110371,0.00015106928615793436,8.0,52493.51911706003,52492.168220248896,52495.15214096632,0.002983920717422734,9.996376275622861,28.0,5.0
